mpid,formula
mp-1184263,Eu8Tl4Hg4
mp-1184265,Ga2Rh6
mp-1184270,Eu4Hg8Bi4
mp-1184271,Er4Tm4In8
mp-1184273,Eu2Br4
mp-1184274,Er2Sb6
mp-1184275,Eu3Mg1
mp-1184276,Fe4Tc8Ge4
mp-1184277,Eu8Zn4Ir4
mp-1184279,Fe3F1
mp-1184281,Eu8Tl4Cd4
mp-1184284,Er4Tm4Cd8
mp-1184286,Eu8Tl4Sn4
mp-1184289,Ga6Hg2
mp-1184290,Eu4Mg4Cd8
mp-1184292,Ga6P2
mp-1184293,Eu4Tl4Au8
mp-1184295,Eu3Ag1
mp-1184296,Ga6Au2
mp-1184297,Er1Mg5
mp-1184298,Fe2Re6
mp-1184299,Ga8Ni4Ru4
mp-11843,Dy1Al1
mp-1184302,Er2Tm6
mp-1184303,Er4Lu4Pd8
mp-1184304,Eu1In1O3
mp-1184306,Eu4Bi4Pd8
mp-1184307,Fe12Te4
mp-1184309,Eu1Lu1O3
mp-1184314,Ga6Rh2
mp-1184315,Eu2S6
mp-1184318,Ga8Ru4Pt4
mp-1184323,Er4Pa4Os8
mp-1184324,Fe6Sb2
mp-1184325,Eu1Be1O3
mp-1184326,Eu6Hf2
mp-1184327,Eu6V2
mp-1184329,Eu3Cr1
mp-1184330,Eu4Cd4Ag8
mp-1184331,Er1Pa3
mp-1184332,Eu3Ti1
mp-1184333,Gd8Mg4Al4
mp-1184334,Er2Os6
mp-1184339,Eu8Zn4Rh4
mp-1184341,Ce4Hg4Au8
mp-1184345,Er4Lu4Rh8
mp-1184346,Fe2Hg6
mp-1184348,Eu1Pb1O3
mp-1184349,Fe1Rh1O3
mp-1184350,Er1U1
mp-1184351,Ga6B2
mp-1184352,Gd8Ag4Hg4
mp-1184353,Eu1Tm1O3
mp-1184354,Gd8Ir4Au4
mp-1184356,Eu8Zn4Ag4
mp-1184359,Eu1Hg1O3
mp-1184360,Er4Lu4Zn8
mp-1184361,Ga3Pb1
mp-1184363,Er4Lu4Ru8
mp-1184364,Fe12Rh4
mp-1184366,Gd8Tl4Ag4
mp-1184368,Fe2Rh6
mp-1184369,Eu1Pd1O3
mp-1184370,Gd8Ni4Ru4
mp-1184371,Gd8Ag4Ir4
mp-1184373,Fe6S2
mp-1184375,Eu2Au6
mp-1184376,Eu4Er4Tl8
mp-1184377,Eu6Bi2
mp-1184378,Eu1In3
mp-1184379,Eu12Th4
mp-1184383,Eu1Au1O3
mp-1184384,Eu1Th3
mp-1184385,Eu3Te1
mp-1184387,Gd8Ru4Rh4
mp-1184388,Gd8Zn4Ga4
mp-1184389,Eu4Ag4Hg8
mp-1184392,Eu2Ag6
mp-1184393,Gd8Ir4Ru4
mp-1184396,Eu6Er2
mp-1184399,Gd8Mg4Ru4
mp-11844,Ho24Ga4Co8
mp-1184400,Eu1W1O3
mp-1184401,Gd3Ga1
mp-1184402,Eu6Dy2
mp-1184403,Gd8Al4Cd4
mp-1184404,Eu1U3
mp-1184407,Eu6Ho2
mp-1184408,Eu4In4Hg8
mp-1184409,Gd8Mg4Cd4
mp-1184411,Eu1Mo1O3
mp-1184413,Fe6Au2
mp-1184416,Gd8Zn4Rh4
mp-1184417,Gd3Al1
mp-1184418,Fe2Ir2O5
mp-1184422,Gd8Cu4Ru4
mp-1184423,Gd3I1
mp-1184424,Dy4Y4In8
mp-1184425,Ga6Pb2
mp-1184428,Gd8Cu4Os4
mp-1184431,Gd3Dy1
mp-1184432,Eu6Lu2
mp-1184433,Eu12Ta4
mp-1184434,Eu4Sn4Rh8
mp-1184435,Gd8Cu4Au4
mp-1184436,Eu2O6
mp-1184437,Eu4In4Ag8
mp-1184441,Eu6Nb2
mp-1184442,Eu4Gd4Rh8
mp-1184443,Eu6Tm2
mp-1184444,Fe2Cu6
mp-1184445,Eu1Ir1O3
mp-1184448,Gd8Tl4Hg4
mp-1184450,Ga2Pb6
mp-1184451,Eu4Pb4Au8
mp-1184452,Eu2Ho6
mp-1184453,Gd3Er1
mp-1184454,Eu2Nb6
mp-1184455,Eu4Cd8In4
mp-1184456,Eu12U4
mp-1184458,Gd4Y4Rh8
mp-1184460,Gd3Zn1
mp-1184461,Gd3Au1
mp-1184462,Eu4Hg8Pb4
mp-1184463,Eu4Ag8Pb4
mp-1184468,Gd1Be1O3
mp-1184469,Gd3Y1
mp-1184472,Fe2Ge6
mp-1184473,Eu8Tl4In4
mp-1184474,Gd2Ag6
mp-1184477,Gd4Cd4Ag8
mp-1184480,In3Cu1
mp-1184481,Gd1Cu1O3
mp-1184482,Gd2Cl2
mp-1184483,In3B1
mp-1184484,Gd1Si1O3
mp-1184485,Gd4Lu4Ir8
mp-1184486,Gd1Er1O3
mp-1184488,In3Bi1
mp-1184489,Gd4Tm4Rh8
mp-1184490,Gd4Mg4Ag8
mp-1184493,In6Ag2
mp-1184494,Gd4Cd4Pt8
mp-1184495,Gd4Mg4Hg8
mp-1184496,Gd6Lu2
mp-1184497,Gd4Dy4Rh8
mp-1184498,Gd6Ho2
mp-1184499,Gd4Er4Ir8
mp-1184500,Gd8Zn4Hg4
mp-1184503,Gd1Rh1O3
mp-1184504,Eu6W2
mp-1184505,Gd4Pa4Tc8
mp-1184506,In6Au2
mp-1184507,Er8Ga42Ni20
mp-1184508,Gd4Sn4Pd8
mp-1184509,Gd1Te1
mp-1184510,Gd4Lu4Ru8
mp-1184512,Gd4Y4Cu8
mp-1184515,Eu6In2
mp-1184516,Gd4Er4Hg8
mp-1184518,Gd4Dy4Ir8
mp-1184519,In6Cl2
mp-1184520,Gd4Tm4Cd8
mp-1184521,Gd4Er4Zn8
mp-1184522,Gd4Lu4Cu8
mp-1184524,Gd4Dy4Zn8
mp-1184525,Gd4Pa4Ru8
mp-1184526,Gd4Y4Hg8
mp-1184527,Gd4Dy4Tl8
mp-1184529,Eu2Br6
mp-1184532,Gd4Tm4Ir8
mp-1184533,Gd4Ho4Tl8
mp-1184534,Gd4Lu4Cd8
mp-1184535,Gd4Ho4Ir8
mp-1184536,Gd2Bi6
mp-1184541,Eu6S2
mp-1184544,Gd1Np3
mp-1184545,H1Pt3
mp-1184546,Ho1B1O3
mp-1184547,Hf3Se1
mp-1184548,H2Pd2
mp-1184549,Hf1Tl1
mp-1184551,Hg3Pt1
mp-1184552,Hf3Ta1
mp-1184553,Hf3Pt1
mp-1184557,Ge1Pd1O3
mp-1184558,Hf3Sn1
mp-1184560,Hf4Zn4Pd8
mp-1184562,Ge1Bi1O3
mp-1184563,Hf1Be1O3
mp-1184564,Hf3Ag1
mp-1184566,Hg2C2
mp-1184568,Hf8Zn4Tc4
mp-1184570,Hf3Ni1
mp-1184571,Hg1Ge3
mp-1184573,Hf4Ta4Ru8
mp-1184575,Ho3Er1
mp-1184576,Hf4Be4Ir8
mp-1184577,Ho8Os4Rh4
mp-1184578,Ho3Bi1
mp-1184579,Hf4Ti4Zn8
mp-1184581,Hf4Mn4Ir8
mp-1184582,Hf4Nb4Ru8
mp-1184583,Ho8Al4Ru4
mp-1184585,Ho8Cu4Os4
mp-1184588,Hf8Mo4Pt4
mp-1184589,Hf4Tc8Mo4
mp-1184590,Ho8Mg4Tl4
mp-1184592,Hf8Re4Pd4
mp-1184593,Ho8Ir4Pd4
mp-1184594,Hf8Tc4Pd4
mp-1184595,Ho8Ir4Au4
mp-1184596,Ho8Al4Cd4
mp-1184597,Hf1Th1O3
mp-1184598,H4Os12
mp-1184599,Gd1Zr1O3
mp-11846,Pr2Al4Zn4
mp-1184604,Hf8Os4Ru4
mp-1184605,Hg12Cl4
mp-1184607,Hf4Zr4Os8
mp-1184608,Hg6Pt2
mp-1184609,Hf8Cu4Tc4
mp-1184610,Ho1Be1O3
mp-1184611,Hf8Ni4Ir4
mp-1184612,Hf8Tc4Ni4
mp-1184614,Ho8Hg4Os4
mp-1184615,Hf8Cu4Rh4
mp-1184616,Ho8Mg4Os4
mp-1184617,Ho8Zn4Au4
mp-1184618,Ho8Tl4Hg4
mp-1184619,Hf8Re4Ru4
mp-1184620,Hf8Co4Cu4
mp-1184622,Ho8Ag4Au4
mp-1184624,Ho8Mg4Cd4
mp-1184625,Hf1B1O3
mp-1184627,Ho8Cd4Hg4
mp-1184630,Ho8In4Os4
mp-1184632,Hf6Hg2
mp-1184633,Hf6Sn2
mp-1184639,Gd1Y3
mp-1184641,Ge1Te1O3
mp-1184642,Ho8Zn4Cu4
mp-1184643,Ho8In4Hg4
mp-1184644,Ho8Tl4In4
mp-1184647,Hf4Zr4Co8
mp-1184648,Hf4Zr4Fe8
mp-1184649,Ho8Zn4Pd4
mp-1184650,Hf6Ga2
mp-1184652,Ge12Os4
mp-1184654,Hf3Co1
mp-1184655,Hg4F12
mp-1184659,Gd4Dy4In8
mp-1184661,Hf6I2
mp-1184663,Ho8Ru4Pt4
mp-1184665,Ge6O2
mp-1184666,Hf2P6
mp-1184667,Ge12Ir4
mp-1184668,Hf6Si2
mp-1184669,Hf1Np1O3
mp-1184670,Hf6Al2
mp-1184671,Ge6Mo2
mp-1184673,Ho8Zn4Tc4
mp-1184674,Ho2Hf2O5
mp-1184675,Hf2H6
mp-1184677,Ho8Mg4Tc4
mp-1184678,Hf8Fe4Rh4
mp-1184679,Hg2Bi6
mp-1184680,H2Ir2
mp-1184681,Hf6Sc2
mp-1184682,Ge3Pd1
mp-1184683,Ge2Sb6
mp-1184684,Hf4Ge4Ru8
mp-1184685,Hg6P2
mp-1184686,Ho8Zn4Rh4
mp-1184688,Hg6Ge2
mp-1184689,Ho8Ni4Ru4
mp-1184690,Ho8Mg4Ru4
mp-1184692,Ho8Zn4Pt4
mp-1184694,Hf2Bi6
mp-1184698,Hf6Th2
mp-1184699,Ho8Cu4Ir4
mp-1184700,Hg6Pb2
mp-1184702,Hg6Pd2
mp-1184703,Hf3Pb1
mp-1184704,Hf2Cu6
mp-1184705,Hg2Au6
mp-1184711,Ge2Sb2O5
mp-1184713,Hf6Bi2
mp-1184714,Ho2As6
mp-1184716,Gd4Y4Ru8
mp-1184717,Ho8Cu4Pt4
mp-1184720,Hg2Br6
mp-1184721,Hf2Co6
mp-1184723,Hf2Zr6
mp-1184724,Ho8Co4Ru4
mp-1184728,Ge6Pt2
mp-1184729,Hf6Co2
mp-1184731,H2Pb2
mp-1184732,Gd4Y4Ir8
mp-1184733,Gd1Th3
mp-1184736,Ho1Cu1O3
mp-1184738,Ho4Er4In8
mp-1184740,Ho4Er4Hg8
mp-1184741,Ho2Br4
mp-1184742,Gd4Zr4Ru8
mp-1184743,Gd2Ho6
mp-1184745,Ho2Bi6
mp-1184746,Ho2Bi6
mp-1184748,Ir12F4
mp-1184749,Ir2Se2
mp-1184750,Ho4Er4Cu8
mp-1184756,Ir2I2
mp-1184758,K8Hg4Au4
mp-1184759,Ir1Pt3
mp-1184761,Ir3Os1
mp-1184762,Gd4Er4In8
mp-1184763,Gd1Zr1
mp-1184767,In2H2
mp-1184768,Ir1Rh3
mp-1184769,Ho4Er4Ir8
mp-1184770,In4Ni8Au4
mp-1184771,Ir3Rh1
mp-1184772,Hf6Pb2
mp-1184773,In1Pt1O3
mp-1184775,Fe2Sn6
mp-1184776,In1Sn3
mp-1184777,Ir3Pb1
mp-1184778,Ho1Er1O3
mp-1184779,Ho2Er6
mp-1184781,In2Ge6
mp-1184783,Ir6Se2
mp-1184784,Ir2Pd6
mp-1184785,In1Ga3
mp-1184787,Ho4Er4Mg8
mp-1184790,Gd4Er4Ru8
mp-1184793,Hf2Np6
mp-1184795,Ho6Np2
mp-1184799,In1Os1O3
mp-1184801,Gd2U6
mp-1184810,Ho2Pa2O5
mp-1184813,Ho1Si1O3
mp-1184815,Gd4Er4Rh8
mp-1184818,Ho4Mg4Ag8
mp-1184819,In2C2
mp-1184821,Ho4Rh8Pb4
mp-1184822,Ho4Zr4Ru8
mp-1184823,Ho4In4Pt8
mp-1184824,Ho4Lu4Al8
mp-1184825,In3Pt1
mp-1184826,In3Pd1
mp-1184827,Ho4Tm4Al8
mp-1184828,Ho4Tm4In8
mp-1184830,Ho4Tm4Pd8
mp-1184831,Ho4Tm4Ru8
mp-1184832,Ho4Sn4Au8
mp-1184833,Ho1Rh1O3
mp-1184834,K3Ga1
mp-1184835,Ho4Tm4Ag8
mp-1184836,Ho4Lu4Pd8
mp-1184837,Ho4Mg8Sc4
mp-1184838,Ho4Lu4In8
mp-1184840,K3Al1
mp-1184841,Ho2O6
mp-1184842,Ho4Th4Os8
mp-1184843,Ho4Pa4Tc8
mp-1184847,Ho4Lu4Ir8
mp-1184848,K3Mo1
mp-1184850,Ho4Tm4Rh8
mp-1184852,In3Ni1
mp-1184853,In3Si1
mp-1184865,Ho4Sc4Zn8
mp-1184867,Ho4Tm4Hg8
mp-1184868,K3Hf1
mp-1184869,Ho4Lu4Hg8
mp-1184870,In4Ag4Au8
mp-1184872,Ho4Tm4Cd8
mp-1184879,I2Br4
mp-1184883,In3Se1
mp-1184885,Ho1Zr1
mp-1184889,Ho4Pu4Os8
mp-1184890,Ho4Pa4Ru8
mp-1184891,Ho4Lu4Cu8
mp-1184892,In3S1
mp-1184894,In3Sn1
mp-1184899,Ho2Tm6
mp-1184901,K3Mn1
mp-1184904,In6Ga2
mp-1184908,Ho2U6
mp-1184909,Ho4Np4Ru8
mp-1184912,K6Ho2
mp-1184913,In1As1O3
mp-1184914,Li8Eu4In4
mp-1184920,Ho2Os6
mp-1184926,Ho1Np3
mp-1184930,Ho2Lu6
mp-1184933,In6Hg2
mp-1184935,K1Pb1O3
mp-1184937,K1As1O3
mp-1184941,K1Lu1O3
mp-1184943,K1Bi3
mp-1184949,K1Tm1O3
mp-1184954,K1Dy1O3
mp-1184958,Li8Tl4In4
mp-1184962,K4Cd12
mp-1184965,La1Zn1O3
mp-1184966,Li8Cd4Pt4
mp-1184970,Li8Hg4Bi4
mp-1184976,Li8Cd4Ag4
mp-1184977,Li8Ag4Bi4
mp-1184978,Li8In4Hg4
mp-1184979,Li8Ag4Pb4
mp-1184981,Li8Nd4Pb4
mp-1184983,Li8Cd4Bi4
mp-1184987,K1Gd1O3
mp-1184988,Li8Sm4Al4
mp-1184989,La4Dy4Tl8
mp-1184991,Li8Sn4Pb4
mp-1184993,La3Ag1
mp-1184995,La3Cd1
mp-1184996,La2F2
mp-1184998,Gd4Cd4Rh8
mp-1185,V1Rh3
mp-1185006,K1Sr3
mp-1185009,K1Os1O3
mp-1185011,La3Zr1
mp-1185015,K1Np1O3
mp-1185017,Li8Pr4Ga4
mp-1185018,La8Ru4Au4
mp-1185020,La4Ho4Tl8
mp-1185021,La4Pm4Ru8
mp-1185025,La4Nd4Tl8
mp-1185027,La4Yb4Au8
mp-1185033,K4Ac12
mp-1185034,Li8Cd4In4
mp-1185035,La4Er4In8
mp-1185039,Li8Ce4Sn4
mp-1185041,K1Hg3
mp-1185043,In6Pd2
mp-1185044,La1Pr3
mp-1185045,La4Pr4Ir8
mp-1185046,La4Tm4Tl8
mp-1185052,La4Yb4Rh8
mp-1185053,K2Pt6
mp-1185059,K6Ru2
mp-1185062,La8Mg4Cd4
mp-1185066,La6Hg2
mp-1185067,K6Co2
mp-1185068,La4Lu4In8
mp-1185076,La4Ho4In8
mp-1185078,La4Yb4Pd8
mp-1185084,La1Pt1O3
mp-1185092,La4Zn8Ag4
mp-1185094,La4Pm4Tl8
mp-11851,Er4Co4Sn4
mp-1185105,La1U3
mp-1185106,K2Te6
mp-1185109,La6Ta2
mp-1185126,Li8Y4Al4
mp-1185129,La4Pm4Zn8
mp-1185130,La4Tm4Mg8
mp-1185134,La4Yb4Cu8
mp-1185135,K2Br6
mp-1185138,La4Pr4Zn8
mp-1185139,K6V2
mp-1185151,K2Sn6
mp-1185160,La6Tm2
mp-1185163,La2Ta6
mp-1185174,La4Eu4Au8
mp-1185178,La8Sn4Hg4
mp-1185181,La4Eu4Pt8
mp-1185183,La4Ce4Hg8
mp-1185186,Li8Yb4Tl4
mp-1185194,La8Tl4In4
mp-1185195,La8In4Ag4
mp-1185202,K1Pb3
mp-1185205,Li6Hg2
mp-1185213,K3U1
mp-1185214,Li6Ni2
mp-1185216,Li6Nb2
mp-1185217,La4Eu4Pd8
mp-1185218,Li4Ce8Pb4
mp-1185224,Li4Ce8Os4
mp-1185229,Li4Ce8Ga4
mp-1185230,La4Gd4Tl8
mp-1185234,Li4Ce8Al4
mp-1185236,Li1Tm1O3
mp-1185237,Li1W3
mp-1185238,Li4Ti4Pd8
mp-1185239,Li4Tl8Pd4
mp-1185241,Li4Y8Tl4
mp-1185242,Li4Tm8Ga4
mp-1185243,Li4Yb8Al4
mp-1185246,Li4Yb8Cd4
mp-1185247,Li8Ce4In4
mp-1185248,Li4Y4Pd8
mp-1185251,Li4Y8Hg4
mp-1185260,Li4Ni8Sb4
mp-1185262,Li4Pd8Au4
mp-1185267,Li4Np4Ru8
mp-1185270,Li4Np4Rh8
mp-1185280,Li6Te2
mp-1185290,Li6W2
mp-1185291,Li6Zn2
mp-1185294,Li4Ac8Pb4
mp-1185304,Li4Al4Zn8
mp-1185306,Li4Cr4Rh8
mp-1185307,Li4Al8Cu4
mp-1185308,Li1Dy1O3
mp-1185310,Li1Er1O3
mp-1185312,Li1Cu3
mp-1185316,Li4Ga8Co4
mp-1185318,Li4Ge8Ir4
mp-1185321,Li4Al8Au4
mp-1185322,Li4Cu4Au8
mp-1185323,Li4Hf4Au8
mp-1185324,Li4Dy8In4
mp-1185325,Li4Ca8Pb4
mp-1185326,Li4Dy8Pt4
mp-1185327,Li4Dy8Tl4
mp-1185329,Li4Ac4Rh8
mp-1185330,Li4Er8Au4
mp-1185331,Li4Dy8Rh4
mp-1185334,Li4Ce4Hg8
mp-1185335,Li4Eu8Tl4
mp-1185336,Li2Ge6
mp-1185339,Li4Eu8Ir4
mp-1185341,Li4Eu8Cd4
mp-1185343,Li1Ce3
mp-1185344,Li1Eu1O3
mp-1185345,Li2Er6
mp-1185346,Li4Ce4Zn8
mp-1185349,Li4Eu8Hg4
mp-1185354,Li4Gd8Os4
mp-1185358,Li4Mg4Cd8
mp-1185360,Li4Mn4Ir8
mp-1185361,Li4Nb4Ru8
mp-1185363,Li4Mg4Hg8
mp-1185365,Li4Mg8Au4
mp-1185369,Li4Lu4In8
mp-1185371,Li4Lu8Au4
mp-1185372,Li4Lu8Pt4
mp-1185373,Li4Lu8Co4
mp-1185378,Li4Gd8Tl4
mp-1185379,Li4In8Ag4
mp-1185385,Li4Lu4Tl8
mp-1185386,Li4Gd4Tl8
mp-1185387,Li1Nd1O3
mp-1185388,Li1Pm1O3
mp-1185389,Li4Nd8Rh4
mp-1185390,Li4Nd4Zn8
mp-1185391,Li4Pr8Al4
mp-1185392,Li4Gd8Al4
mp-1185393,Li4Lu4Rh8
mp-1185394,Li4Gd8Ga4
mp-1185396,Li4Pr8Ir4
mp-1185397,Li4Nd4Au8
mp-11854,Er10Ge6
mp-1185400,Li4Pr8Rh4
mp-1185401,Li1Gd1O3
mp-1185403,Li4Pr8Ga4
mp-1185404,Li1Pr1O3
mp-1185405,Li4Lu8Re4
mp-1185406,Li1Pr3
mp-1185407,Li4Pr4Au8
mp-1185408,Li4Pr4Zn8
mp-1185409,Li4Pm4Ga8
mp-1185410,Li4Re12
mp-1185415,Li4Nd4In8
mp-1185416,Li1Sb3
mp-1185417,Li1Yb1O3
mp-1185418,Li4Zn4Pt8
mp-1185419,Li4Si4Pt8
mp-1185421,Li4Zn4Ni8
mp-1185422,Li4Zn8Ag4
mp-1185426,Lu3Si1
mp-1185427,Lu3Al1
mp-1185429,Li1Tb3
mp-1185431,Li2Si6
mp-1185433,Li4Sc8Pd4
mp-1185434,Li4Sn4Pt8
mp-1185436,Lu8Ga4Ru4
mp-1185437,Li4Th4Hg8
mp-1185438,Lu3Hg1
mp-1185439,Li4Yb4Tl8
mp-1185440,Lu3Cd1
mp-1185441,Li4Sm8Ga4
mp-1185442,Lu8Cu4Pd4
mp-1185445,Li4Tb4In8
mp-1185446,Lu8Tl4In4
mp-1185450,Li4Th8Tc4
mp-1185451,Li1Sm3
mp-1185452,Lu8Cu4Au4
mp-1185456,Lu8Pd4Au4
mp-1185457,Lu8Co4Cu4
mp-1185458,Li4Sm8Al4
mp-1185460,La2Gd6
mp-1185462,Li4Th4Rh8
mp-1185465,Lu8Ga4Os4
mp-1185467,Lu8Co4Ir4
mp-1185472,Li4Gd4In8
mp-1185473,Lu6Sn2
mp-1185475,Lu6Mg2
mp-1185479,Lu6Sc2
mp-1185481,Li4Sm4In8
mp-1185482,Lu3Np1
mp-1185485,Lu1Al1O3
mp-1185487,Lu4F12
mp-1185488,Lu1Ga1O3
mp-1185489,Lu4In4Pt8
mp-1185490,Lu1Pd1O3
mp-1185492,Lu1Mg3
mp-1185494,Lu1Mn3
mp-1185495,Lu4Bi4Pd8
mp-1185496,Lu4Hf4Rh8
mp-1185497,Lu1Ni3
mp-1185498,Lu1Np1O3
mp-1185499,Lu4Ag12
mp-11855,Er4Mn8
mp-1185501,Lu4Mg4Tl8
mp-1185503,Lu4Ga4Ni8
mp-1185504,Lu1Te1
mp-1185505,Lu4Mn4Rh8
mp-1185507,Lu4Ag4Hg8
mp-1185509,Lu4Al4Cu8
mp-1185510,Lu4Sc4Co8
mp-1185511,Lu4Hf4Co8
mp-1185512,Lu4Cd4Pt8
mp-1185514,Lu1Ge1O3
mp-1185518,Lu4Np4Ru8
mp-1185520,Lu2Bi6
mp-1185522,Lu6Tl2
mp-1185523,Lu2Ta6
mp-1185525,Lu6Th2
mp-1185526,Li2Gd6
mp-1185527,Lu4Pa4Re8
mp-1185528,La6Eu2
mp-1185529,Lu1Re1O3
mp-1185537,Cs8Hg4Te4
mp-1185539,Ce1Gd3
mp-1185551,Cs1Tb1O3
mp-1185562,Cs1Gd1
mp-1185577,Cs2Hg6
mp-1185587,Gd8Pd4Rh4
mp-1185588,Gd6Ag2
mp-1185598,Gd4Lu4Rh8
mp-1185601,La4Pm4Ga8
mp-1185604,La1Ce3
mp-1185609,Li4Gd8Rh4
mp-1185611,Lu6Pu2
mp-1185612,Mg1Zn1O3
mp-1185613,Mg1Tl1O3
mp-1185615,Mg4Zn4Ni8
mp-1185616,Mn8Cr4Si4
mp-1185617,Mg4Zn8Pt4
mp-1185618,Mg4V4Rh8
mp-1185621,Mg4Zn8Ir4
mp-1185623,Mg4U4Ru8
mp-1185624,Mg4Zr4Ni8
mp-1185625,Mg4Zr4Pt8
mp-1185648,Mg16Al12Au1
mp-1185662,Mg8Cd4Ag4
mp-1185694,Mg2Bi2
mp-1185696,Mg2Be6
mp-1185705,Mg8Ni16
mp-1185750,Mg8Ag4Hg4
mp-1185763,Mg8Ga4Pd4
mp-1185765,Mg8Ir4Au4
mp-1185766,Mg8Ir4Rh4
mp-1185770,Mg8Ni4Rh4
mp-1185771,Mg4Pd2
mp-1185786,Mg3Tl1
mp-1185789,Mg6Fe2
mp-1185801,Mg5Ag1
mp-1185808,Mg6V2
mp-1185813,Mg15Au3
mp-1185816,Mg5Pd1
mp-1185824,Mg4Ag4Au8
mp-1185826,Mg4Al4Au8
mp-1185833,Mg1Ag5
mp-1185834,Mg10Se2
mp-1185838,Mg10Pt2
mp-1185840,Mg4Ag8
mp-1185843,Mg4Al4Ni8
mp-1185846,Mg1Au3
mp-1185847,Mg1Bi1O3
mp-1185851,Mg1C1
mp-1185852,Mg1Au5
mp-1185853,Mg2Co6
mp-1185855,Mg1Bi5
mp-1185858,Mg1Cr1
mp-1185861,Mg4Ga4Pt8
mp-1185862,Mg2F6
mp-1185863,Mg1Ge5
mp-1185869,Mg2Ge6
mp-1185880,Mg1Hg3
mp-1185881,Mg1Hg3
mp-1185884,Mg4Hg4Pd8
mp-1185892,Mg4Mn4Pd8
mp-1185893,Mg2Mn2
mp-1185894,Mg4Mn4Ir8
mp-1185899,Mg1Nb3
mp-1185902,Mg4Nb4Os8
mp-1185911,Mg2Os2
mp-1185914,Mg4Pa4Pt8
mp-1185917,Mg4Pa4Au8
mp-1185919,Mg4Pb4
mp-1185925,Mn3I1
mp-1185926,Mn8Pd4Pt4
mp-1185929,Mg1Np3
mp-1185944,Mg4Sb4Rh8
mp-1185948,Mg2Pt4
mp-1185949,Mg1S3
mp-1185951,Mn6Br2
mp-1185952,Mg1Pt5
mp-1185955,Mg2Pb4
mp-1185957,Mg4Sc4Ir8
mp-1185958,Mg4Sc4Pt8
mp-1185963,Mg4Sc8Ir4
mp-1185966,Mg1Sc3
mp-1185967,Mg2Si6
mp-1185970,Mn6Co2
mp-1185975,Mg4Ti4Co8
mp-1185978,Mn2Pt2O5
mp-1185980,Mg4Sn4Ru8
mp-1185981,Mn8Ir4Rh4
mp-1185983,Mg2Ta6
mp-1185984,Mn4Be4Ru8
mp-1185985,Mn4Be8Ru4
mp-1185988,Mn6Te2
mp-1185989,Mn1Bi3
mp-1185990,Mg2Tl6
mp-1185992,Mn4Cu4Pt8
mp-1185994,Mn1Hg3
mp-1185995,Mn4Pd8Au4
mp-1185996,Mn1B1O3
mp-1186,Zr1S2
mp-1186001,Mn4Zn4Pd8
mp-1186003,Mn4Zn4Au8
mp-1186004,Mn4Ga4Pd8
mp-1186005,Mn4Zn4Ni8
mp-1186011,Mn4V8Fe4
mp-1186012,Mn2In6
mp-1186013,Mn2Pd6
mp-1186014,Mo3Pd1
mp-1186015,Mn4Zn4Pt8
mp-1186016,Mo3Pt1
mp-1186019,Mo1Pb3
mp-1186023,Mo4P12
mp-1186027,Mo1Se1
mp-1186030,Na6Au2
mp-1186035,Nd2Tc6
mp-1186037,Na3Fe1
mp-1186049,Na6Ir2
mp-1186068,Na3Sc1
mp-1186076,Na6Ru2
mp-1186078,Na6Pm2
mp-1186084,Na3Yb1
mp-1186085,Na6Ta2
mp-1186090,Mo2W2O5
mp-1186092,Na3Zr1
mp-1186097,Na1Al1O3
mp-1186098,Na1Al3
mp-1186100,Na1Ag3
mp-1186109,Na2Au6
mp-1186111,Na4Ac4In8
mp-1186112,Ni1Pt1O3
mp-1186113,Ni1Sb1O3
mp-1186117,Ni1Pt3
mp-1186120,Np1Co3
mp-1186121,Na4Cd8In4
mp-1186125,Na4Cd8Pd4
mp-1186130,Np2Ag6
mp-1186144,Na4Eu4Hg8
mp-1186156,Np6Hg2
mp-1186157,Na4Eu4Au8
mp-1186163,Np6As2
mp-1186173,Na1Pm3
mp-1186182,Np6Cd2
mp-1186185,Na4Tl8In4
mp-1186187,Na4Tl8Sn4
mp-1186188,Na4Tl4Hg8
mp-1186192,Na2Ti6
mp-1186195,Na2Np6
mp-1186201,Na4Yb4Pb8
mp-1186205,Nb8Mo4Os4
mp-1186206,Nb8Mo4Ru4
mp-1186207,Nb8Re4Ru4
mp-1186208,Nb8Re4Tc4
mp-1186209,Nb8Tc4Ru4
mp-1186210,Nb8Tc4Os4
mp-1186214,Nb12Cu4
mp-1186215,Nb6I2
mp-1186216,Nb1Bi1O3
mp-1186217,Nb2As6
mp-1186218,Nb12Os4
mp-1186219,Nb6Se2
mp-1186220,Nb1Fe1O3
mp-1186222,Nb4Ga4Os8
mp-1186223,Nb4Fe4Ru8
mp-1186224,Nb4Ga4Tc8
mp-1186225,Nb1Os3
mp-1186228,Nb4Si4Ru8
mp-1186235,Nd8Ag4Ru4
mp-1186236,Nd8Cd4Ag4
mp-1186237,Nb2Sn6
mp-1186238,Nd8Ga4Ag4
mp-1186241,Nb2O6
mp-1186242,Nd8Hg4Pb4
mp-1186243,Pm1Nd3
mp-1186245,Nd2Ho2O5
mp-1186248,Nb8F40
mp-1186253,Nd8Mg4Cd4
mp-1186254,Nd8Tl4Cd4
mp-1186255,Nd8Tl4Hg4
mp-1186256,Nd8Tl4Ag4
mp-1186257,Nd8Zn4Hg4
